category,title_ar,title_en,slug,active_period,school
concepts,المصفوفة العلائقية (Relational Matrix),Relational Matrix,con-relational-matrix,,التحليل النفسي
concepts,إعادة تعلم العالم بعد الفقد,Relearning the World,con-relearning-the-world,1996,المدرسة الوجودية
concepts,العدالة التصالحية,Restorative Justice,con-restorative-justice,1970,br-restorative-justice
concepts,مبدأ المخاطرة والحاجة والاستجابة,Risk-Need-Responsivity (RNR),con-risk-need-responsivity,1990,br-therapeutic-risk-assessment
concepts,أركيتيب البغي المقدسة (الهيتيرا),The Sacred Prostitute Archetype,con-sacred-prostitute,1988,التحليل النفسي
concepts,السانغوما (Sangoma) — العلاج الزولوي التقليدي,Sangoma (Zulu Traditional Healing),con-sangoma-zulu,1500,الطب التقليدي الأفريقي
concepts,الفصام وانشقاق الشخصية (بلويلر),Schizophrenia and Mind Splitting (Bleuler),con-schizophrenia,1908,التحليل النفسي
concepts,تحقيق الذات (Self-Actualization),Self-Actualization,con-self-actualization,,الإنسانية
concepts,الكفاءة الذاتية (الذاتية المدركة),Self-Efficacy,con-self-efficacy,1977,المعرفية السلوكية
concepts,التكامل الحسي (نظرية عيرز),Sensory Integration (Ayres Theory),con-sensory-integration,1972,التكامل الحسي (Sensory Integration)
concepts,دورة الاستجابة الجنسية,Sexual Response Cycle,con-sexual-response-cycle,1966,br-sex-therapy
concepts,الخزي/الخجل في الثقافات الآسيوية,Asian Shame / Face,con-shame-asian,1980,علم النفس عبر-الثقافي
concepts,الخزي ونقد الذات,Shame and Self-Criticism,con-shame-self-criticism,1998,الموجة الثالثة
concepts,شينرين-يوكو (الاستحمام بالغابة),Shinrin-yoku (Forest Bathing),con-shinrin-yoku,1982,العلاج البيئي/الطبيعي
concepts,عقلية الجلسة الواحدة,Single-Session Mindset,con-single-session-mindset,2010,br-single-session-therapy
concepts,نظرية التعلم الاجتماعي,Social Learning Theory (Miller-Dollard),con-social-learning,1941-1970,المعرفية السلوكية
concepts,المهارات الاجتماعية (تدريب),Social Skills (Training),con-social-skills,1960,المعرفية السلوكية
concepts,الغشية العميقة (سومنامبوليزم تنويمي),Hypnotic Somnambulism,con-somnambulism-hypnosis,1960,أسلوب إلمان في التنويم
concepts,النفس وصنع النفس,Soul and Soul-Making,con-soul,1975,التحليل النفسي
concepts,التحكم بالمنبّهات (علاج),Stimulus Control (Treatment),con-stimulus-control,1972,المعرفية السلوكية
concepts,التدخل الاستراتيجي (Strategic Intervention),Strategic Intervention,con-strategic-intervention,1967,br-brief-strategic-therapy
concepts,التدريس المنظم (Structured Teaching),Structured Teaching (TEACCH),con-structured-teaching-teacch,1972,br-teacch
concepts,التوظيف المدعوم (Supported Employment),Supported Employment,con-supported-employment,1980,br-psychiatric-vocational-rehab
concepts,إزالة التحسس المنهجي,Systematic Desensitization,con-systematic-desensitization,1958,المعرفية السلوكية
concepts,تاي جين كيو فوشو (مفهوم ثقافي),Taijin Kyofusho (Cultural Concept),con-taijin-kyofusho-concept,1970,الطب النفسي الثقافي الياباني
concepts,العلاج المعرفي الطاوي (Taoist Cognitive Therapy),Taoist Cognitive Therapy (Zhang Yalin),con-taoist-cognitive-therapy-concept,1995,الطاوية المعرفية (Taoist Cognitive Therapy)
concepts,تي-فاري-تابا-فا (Te Whare Tapa Whā),Te Whare Tapa Whā (Four-Sided House),con-te-whare-tapa-wha,1982,Kaupapa Māori Psychology
concepts,TEACCH (تدريس التوحد ومن يعانون من صعوبات التواصل),TEACCH Program,con-teacch,1972,TEACCH
concepts,أنظمة تنظيم الانفعال الثلاثة,Three Circles Model of Emotion Regulation,con-three-circles-emotion,2009,الموجة الثالثة
concepts,البوذية التبتية والتحليل النفسي,Tibetan Buddhism in Analytical Psychology,con-tibetan-buddhism,1961,التحليل النفسي
concepts,التنترا التبتية والرمزية الأركيتيبية,Tibetan Tantra and Archetypal Symbolism,con-tibetan-tantra,1983,التحليل النفسي
concepts,الصدمة النفسية في التحليلية,Psychological Trauma in Analytical Psychology,con-trauma,1996,التحليل النفسي
concepts,الحتمية التبادلية الثلاثية,Triadic Reciprocal Determinism,con-triadic-reciprocal-determinism,1977,المعرفية السلوكية
concepts,برنامج الاثنتي عشرة خطوة (12-Step),Twelve-Step Program,con-twelve-steps,1935,الإدمان
concepts,أوبونتو (Ubuntu),Ubuntu,con-ubuntu,1990,علم نفس الأوبونتو (Ubuntu)
concepts,التقبل الإيجابي غير المشروط (Unconditional Positive Regard),Unconditional Positive Regard,con-unconditional-positive-regard,,الإنسانية
concepts,الخبرة غير المُمثّلة (Unrepresented Experience),Unrepresented Experience,con-unrepresented-experience,,التحليل النفسي
concepts,مبدأ الاستفادة,Utilization Principle,con-utilization-principle,1950,التنويم الإريكسوني
concepts,أركيتيب الفالكيري والمحاربة الأنثوية,The Valkyrie Archetype,con-valkyrie,1980,التحليل النفسي
concepts,السلوك اللفظي (Verbal Behavior / VB),Verbal Behavior (VB),con-verbal-behavior-vb,1982,br-aba-advanced
concepts,التعزيز المعتمد على القسائم,Voucher-Based Reinforcement (VBR),con-voucher-based-reinforcement,1991,المعرفية السلوكية
concepts,الإرادة في المعنى (Will to Meaning),Will to Meaning,con-will-to-meaning,,الإنسانية
concepts,تجربة تداعي الكلمات (الارتباط اللفظي),The Word Association Experiment,con-word-association,1904,التحليل النفسي
concepts,علاج اليوغا (Yoga Therapy),Yoga Therapy,con-yoga-therapy-concept,1960,علاج اليوغا (Yoga Therapy)
techniques,تعديل التحيز الانتباهي (ABM),Attention Bias Modification (ABM),tec-abm,2002,المعرفية السلوكية
techniques,العلاج السلوكي القائم على القبول (ABBT),Acceptance-Based Behavioral Therapy (ABBT),tec-acceptance-based-bt,2006,الموجة الثالثة
techniques,نموذج القبول والالتزام والمصفوفة السداسية (Hexaflex),Acceptance and Commitment Therapy (ACT) Hexaflex Model,tec-act-hexaflex,1999,القبول والالتزام
techniques,العلاج الديناميكي التجريبي المتسارع (AEDP),Accelerated Experiential Dynamic Psychotherapy (AEDP),tec-aedp,,التحليل النفسي
techniques,العلاج النفسي التوكيدي,Affirmative Psychotherapy,tec-affirmative-therapy,1982,الإنسانية
techniques,تقنية ألكسندر للوعي الحركي والوضعية,The Alexander Technique,tec-alexander-technique,1894,الإنسانية
techniques,العلاج بمساعدة الحيوانات (AAT),Animal-Assisted Therapy (AAT),tec-animal-assisted-therapy,1961,العلاج البيئي/الطبيعي
techniques,الممارسة المناهضة للاضطهاد (AOP),Anti-Oppressive Practice (AOP),tec-anti-oppressive-practice,1993,الإنسانية
techniques,العلاج بالحل السريع المعجَّل (ART),Accelerated Resolution Therapy (ART),tec-art-accelerated,2008,العلاج المتمركز حول الصدمة
techniques,الحركة الأصيلة,Authentic Movement,tec-authentic-movement,1956,الإنسانية
techniques,العلاج المعرفي الكلاسيكي لبيك,Beckian Cognitive Therapy,tec-beck-cognitive-therapy,1967,المعرفية السلوكية
techniques,التنشيط السلوكي (BA),Behavioral Activation (BA),tec-behavioral-activation,1996,المعرفية السلوكية
techniques,الطب السلوكي/الصحة السلوكية (تدخل),Behavioral Medicine / Behavioral Health Interventions,tec-behavioral-medicine,1977,المعرفية السلوكية
techniques,العلاج بالقراءة والبيبليوثيرابيا,Bibliotherapy,tec-bibliotherapy,1916,الإنسانية
techniques,البيوفيتباك (Biofeedback),Biofeedback / Psychophysiological Feedback,tec-biofeedback,1960,التغذية الراجعة العصبية/الحيوية
techniques,علاج الأنساق الأسرية لبوين والتمايز الذاتي,Bowen Family Systems Therapy,tec-bowen-family-systems,1955,النَّسَقية والأسرية
techniques,تقنية برينزسبوتينغ (Brainspotting),Brainspotting (BSP),tec-brainspotting,2003,العلاج المتمركز حول الصدمة
techniques,العلاج النفسي المستنير بالبوذية,Buddhist-Informed Psychotherapy,tec-buddhist-informed-psychotherapy,1975,الإنسانية
techniques,العلاج المعرفي التحليلي (CAT),Cognitive Analytic Therapy (CAT),tec-cat,1984,المعرفية السلوكية
techniques,نظام التحليل المعرفي السلوكي للعلاج النفسي (CBASP),Cognitive Behavioral Analysis System of Psychotherapy (CBASP),tec-cbasp,2000,المعرفية السلوكية
techniques,العلاج المعرفي السلوكي للأزواج (CBCT),Cognitive-Behavioral Couple Therapy (CBCT),tec-cbct-couples,1986,النَّسَقية والأسرية
techniques,العلاج المعرفي السلوكي للأرق (CBT-I),Cognitive Behavioral Therapy for Insomnia (CBT-I),tec-cbt-insomnia,1987,المعرفية السلوكية
techniques,العلاج المعرفي السلوكي للذهان (CBTp),Cognitive Behavior Therapy for Psychosis (CBTp),tec-cbt-psychosis,1990,المعرفية السلوكية
techniques,العلاج المعرفي السلوكي لاضطرابات تعاطي المواد (CBT-SUD),Cognitive Behavioral Therapy for Substance Use Disorders (CBT-SUD),tec-cbt-sud,1989,الموجة الثالثة
techniques,العلاج المعرفي السلوكي المحوسب (cCBT),Computerized Cognitive Behavioral Therapy (cCBT),tec-ccbt,1995,المعرفية السلوكية
techniques,العلاج المرتكز على الشفقة (CFT),Compassion-Focused Therapy (CFT),tec-cft,2000,المعرفية السلوكية
techniques,العلاج النفسي المشترك بين الطفل والوالد (CPP),Child-Parent Psychotherapy (CPP),tec-child-parent-psychotherapy,1995,الإنسانية
techniques,برنامج دائرة الأمان في الارتباط الوالدي (COS),Circle of Security (COS),tec-circle-of-security,1998,النَّسَقية والأسرية
techniques,العلاج السلوكي الكلاسيكي وإزالة التحسس المنهجي,Classical Behavior Therapy and Systematic Desensitization,tec-classical-behavior-therapy,1958,المعرفية السلوكية
techniques,علاج الضغط السريري (CST),Clinical Stress Treatment (CST),tec-clinical-stress,1975,المعرفية السلوكية
techniques,التنويم المعرفي (Cognitive Hypnotherapy — سيلفستر),Cognitive Hypnotherapy (Trevor Silvester),tec-cognitive-hypnotherapy-silvester,2000,التنويم المعرفي
techniques,التنويم الإيحائي المعرفي,Cognitive Hypnotherapy,tec-cognitive-hypnotherapy,1995,المعرفية السلوكية
techniques,علاج التماسك وإعادة توحيد الذاكرة,Coherence Therapy,tec-coherence-therapy,1996,المعرفية السلوكية
techniques,الأنظمة اللغوية التعاونية,Collaborative Language Systems,tec-collaborative-language-systems,1988,النَّسَقية والأسرية
techniques,نموذج الموارد الشامل للصدمة (CRM),Comprehensive Resource Model (CRM),tec-comprehensive-resource-model,2012,الإنسانية
techniques,العلاج النفسي التأملي (جامعة ناروبا),Contemplative Psychotherapy (Naropa),tec-contemplative-psychotherapy,1976,الإنسانية
techniques,العلاج الأسري السياقي متعدد الأجيال,Contextual Multigenerational Family Therapy,tec-contextual-family-therapy,1973,النَّسَقية والأسرية
techniques,إدارة الطوارئ والتعزيز السلوكي,Contingency Management (CM),tec-contingency-management,1991,المعرفية السلوكية
techniques,علاج المعالجة المعرفية (CPT),Cognitive Processing Therapy (CPT),tec-cpt,1988,المعرفية السلوكية
techniques,نهج التعزيز المجتمعي (CRA),Community Reinforcement Approach (CRA),tec-cra,1973,الإدمان
techniques,العلاج بالرقص والحركة (DMT),Dance/Movement Therapy (DMT),tec-dance-movement-therapy,1942,الإنسانية
techniques,العلاج الجدلي السلوكي للصدمة (DBT-PTSD),Dialectical Behavior Therapy for PTSD (DBT-PTSD),tec-dbt-ptsd,2002,الموجة الثالثة
techniques,بروتوكولات DBT التخصصية (المراهقين والإدمان واضطرابات الأكل),"Specialized DBT Protocols (DBT-A, DBT-SUD, DBT-ED)",tec-dbt-specialized,1997,المعرفية السلوكية
techniques,العلاج الجدلي السلوكي (DBT),Dialectical Behavior Therapy (DBT),tec-dbt,1993,المعرفية السلوكية
techniques,العلاج النفسي النمائي الثنائي للارتباط والصدمة (DDP),Dyadic Developmental Psychotherapy (DDP),tec-ddp,1998,النَّسَقية والأسرية
techniques,نموذج DIR ووقت اللعب الأرضي للتطور والتواصل (DIR/Floortime),DIR/Floortime Model,tec-dir-floortime,1989,النَّسَقية والأسرية
techniques,إرشاد التمييز والبت الزوجي,Discernment Counseling,tec-discernment-counseling,2011,النَّسَقية والأسرية
techniques,العلاج الديناميكي البيني-الشخصي (DIT),Dynamic Interpersonal Therapy (DIT),tec-dit,2011,التحليل النفسي
techniques,العلاج بالدراما والمسرح,Drama Therapy,tec-drama-therapy,1979,الإنسانية
techniques,العلاج المرتكز على العاطفة للأزواج (EFT),Emotionally Focused Couple Therapy (EFT),tec-eft-couples,1988,النَّسَقية والأسرية
techniques,العلاج المرتكز على العاطفة للأفراد (EFT),Emotion-Focused Therapy for Individuals (EFT),tec-eft-individual,1993,الإنسانية
techniques,علاج حالات الأنا (Ego State Therapy),Ego State Therapy,tec-ego-state,1979,التحليل النفسي
techniques,تقنية إلمان في التنويم الإيحائي السريع,Dave Elman Hypnosis Induction,tec-elman-hypnosis,1964,المعرفية السلوكية
techniques,إزالة التحسس وإعادة المعالجة بحركات العين (EMDR),Eye Movement Desensitization and Reprocessing (EMDR),tec-emdr,1989,المعرفية السلوكية
techniques,مجموعات التلاقي الإنسانية (Encounter Groups),Encounter Groups and T-Groups,tec-encounter-groups,1962,الإنسانية
techniques,التنويم الإيحائي الإريكسوني,Ericksonian Hypnotherapy,tec-ericksonian-hypnotherapy,1950,النَّسَقية والأسرية
techniques,التعرض ومنع الاستجابة (ERP),Exposure and Response Prevention (ERP),tec-erp,1966,المعرفية السلوكية
techniques,العلاج الأسري الرمزي التجريبي (ويتاكر),Experiential-Symbolic Family Therapy,tec-experiential-symbolic-family,1965,النَّسَقية والأسرية
techniques,التواصل المُسهَّل,Facilitated Communication (FC),tec-facilitated-communication,1990,التواصل المُسهَّل
techniques,العلاج النفسي التحليلي الوظيفي (FAP),Functional Analytic Psychotherapy (FAP),tec-fap,1991,المعرفية السلوكية
techniques,طريقة فيلدنكرايس في الوعي بالحركة,The Feldenkrais Method,tec-feldenkrais-method,1949,الإنسانية
techniques,العلاج البنوي والعائلي باللعب,Filial Therapy,tec-filial-therapy,1964,النَّسَقية والأسرية
techniques,تقنية الوميض (Flash Technique),The Flash Technique,tec-flash-technique,2017,المعرفية السلوكية
techniques,العلاج الموجه بالتركيز والإحساس المعيش,Focusing-Oriented Psychotherapy (FOT),tec-focusing-oriented,1978,الإنسانية
techniques,العلاج بالغابات (Forest Therapy),Forest Therapy / Shinrin-yoku,tec-forest-therapy,1982,العلاج البيئي/الطبيعي
techniques,علاج التسامح والغفران,Forgiveness Therapy,tec-forgiveness-therapy,1993,الإنسانية
techniques,العلاج الأسري الوظيفي (FFT),Functional Family Therapy (FFT),tec-functional-family-therapy,1973,النَّسَقية والأسرية
techniques,عمل الجسد الجشطالتي,Gestalt Bodywork,tec-gestalt-bodywork,1972,الإنسانية
techniques,طريقة غوتمان في العلاج الزوجي,The Gottman Method for Couples Therapy,tec-gottman-method,1986,النَّسَقية والأسرية
techniques,طريقة هاكومي التجريبية المرتكزة على الجسد,The Hakomi Method,tec-hakomi,1977,الإنسانية
techniques,التنفس الهولوتروبي,Holotropic Breathwork,tec-holotropic-breathwork,1975,الإنسانية
techniques,علاج الأمل,Hope Therapy,tec-hope-therapy,1994,المعرفية السلوكية
techniques,التنويم التحليلي (Hypno-analysis),Hypno-analysis,tec-hypno-analysis,1949,التنويم العلاجي السريري
techniques,العلاج السلوكي التكاملي للأزواج (IBCT),Integrative Behavioral Couple Therapy (IBCT),tec-ibct,1996,المعرفية السلوكية
techniques,علاج منظومة الأسرة الداخلية (IFS),Internal Family Systems (IFS),tec-ifs,1985,النَّسَقية والأسرية
techniques,إعادة كتابة سردية التخيل (Imagery Rescripting),Imagery Rescripting (IR),tec-imagery-rescripting,1998,العلاج المتمركز حول الصدمة
techniques,علاج العلاقات إيماغو,Imago Relationship Therapy,tec-imago-relationship-therapy,1988,النَّسَقية والأسرية
techniques,العلاج النفسي البيني-الشخصي (IPT),Interpersonal Psychotherapy (IPT),tec-ipt,1974,التحليل النفسي
techniques,العلاج الديناميكي المكثف قصير المدى (ISTDP),Intensive Short-Term Dynamic Psychotherapy (ISTDP),tec-istdp,,التحليل النفسي
techniques,نموذج المصفوفة (Matrix Model),Matrix Model for Stimulant Addiction,tec-matrix-model,1989,الإدمان
techniques,العلاج المعرفي القائم على اليقظة الذهنية (MBCT),Mindfulness-Based Cognitive Therapy (MBCT),tec-mbct,2002,المعرفية السلوكية
techniques,الوقاية من الانتكاس القائمة على اليقظة الذهنية (MBRP),Mindfulness-Based Relapse Prevention (MBRP),tec-mbrp,2009,المعرفية السلوكية
techniques,برنامج خفض الضغوط القائم على اليقظة الذهنية (MBSR),Mindfulness-Based Stress Reduction (MBSR),tec-mbsr,1979,المعرفية السلوكية
techniques,العلاج بالانعكاس الذهني (MBT),Mentalization-Based Treatment (MBT),tec-mbt,,التحليل النفسي
techniques,تقنية المنعطف الوجودي (Logotherapy's Dereflection),Dereflection (Logotherapy),tec-meaning-technique-socratic,,الإنسانية
techniques,العلاج بإعادة توحيد الذاكرة (Memory Reconsolidation Therapy),Memory Reconsolidation-Based Therapy,tec-memory-reconsolidation,2010,العلاج المتمركز حول الصدمة
techniques,التدريب بالتصوير الذهني,Mental Imagery Training,tec-mental-imagery,1969,br-performance-psychology
techniques,الماسمرية (Mesmerism),Mesmerism (Animal Magnetism),tec-mesmerism-historical,1775-1850,التنويم العلاجي السريري
techniques,العلاج ما وراء المعرفي (MCT),Metacognitive Therapy (MCT),tec-metacognitive-therapy,1995,المعرفية السلوكية
techniques,العلاج بالاستعارة العلاجية,Therapeutic Metaphor,tec-metaphor-therapy,1960,التنويم الإريكسوني
techniques,مدرسة ميلان النظامية,Milan Systemic Family Therapy,tec-milan-systemic,1971,النَّسَقية والأسرية
techniques,العلاج بالبيئة والمجتمع العلاجي,Milieu Therapy and Therapeutic Communities,tec-milieu-therapy,1953,الإنسانية
techniques,علاج موريتا,Morita Therapy,tec-morita-therapy,1919,المعرفية السلوكية
techniques,المقابلات الدافعية (MI),Motivational Interviewing (MI),tec-motivational-interviewing,1983,الإنسانية
techniques,العلاج متعدد الأنماط,Multimodal Therapy,tec-multimodal-therapy,1973,المعرفية السلوكية
techniques,العلاج متعدد الأنظمة (MST),Multisystemic Therapy (MST),tec-multisystemic-therapy,1996,النَّسَقية والأسرية
techniques,العلاج بالموسيقى,Music Therapy,tec-music-therapy,1950,الإنسانية
techniques,علاج نايكان والتأمل الاستبطاني,Naikan Therapy,tec-naikan-therapy,1940,المعرفية السلوكية
techniques,العلاج السردي,Narrative Therapy,tec-narrative-therapy,1989,النَّسَقية والأسرية
techniques,العلاج بالتعرض السردي (NET),Narrative Exposure Therapy (NET),tec-net,2005,المعرفية السلوكية
techniques,الحوار المفتوح في الرعاية النفسية والذهان,Open Dialogue Approach,tec-open-dialogue,1984,النَّسَقية والأسرية
techniques,العلاج باسترجاع ذكريات الحياة السابقة,Past Life Regression Therapy,tec-past-life-regression,1955,حركات مثيرة للجدل
techniques,الإرشاد الرعوي والروحي,Pastoral and Spiritual Counseling,tec-pastoral-counseling,1950,الإنسانية
techniques,نظام بيسو بويدين النفسي الحركي (PBSP),Pesso Boyden System Psychomotor (PBSP),tec-pbsp,1961,الإنسانية
techniques,العلاج التفاعلي بين الوالدين والطفل (PCIT),Parent-Child Interaction Therapy (PCIT),tec-pcit,1974,النَّسَقية والأسرية
techniques,الشروط اللازمة والكافية للعلاج المتمركز حول العميل,Person-Centered Core Conditions,tec-person-centered-core-conditions,,الإنسانية
techniques,العلاج بالصور الفوتوغرافية (Phototherapy),Phototherapy and Therapeutic Photography,tec-phototherapy,1979,الإنسانية
techniques,العلاج باللعب ومداخله المتعددة,Play Therapy and its Clinical Approaches,tec-play-therapy-branches,1947,الإنسانية
techniques,العلاج بالشعر والتعبير الأدبي,Poetry Therapy and Expressive Writing,tec-poetry-therapy,1969,الإنسانية
techniques,العلاج النفسي الإيجابي لبيسشكيان,Positive Psychotherapy (Peseschkian),tec-positive-psychotherapy-peseschkian,1977,الإنسانية
techniques,العلاج النفسي الإيجابي,Positive Psychotherapy (PPT),tec-positive-psychotherapy,2006,المعرفية السلوكية
techniques,برنامج تعزيز العلاقات والوقاية من التفكك (PREP),Prevention and Relationship Enhancement Program (PREP),tec-prep-program,1980,النَّسَقية والأسرية
techniques,الوصفة العلاجية (Task Prescription),Task Prescription,tec-prescription-task,1980,br-brief-strategic-therapy
techniques,تقنية الصرخة البدائية,Primal Therapy Technique,tec-primal-therapy-technique,1967-1980,العلاج البدائي (Primal Therapy)
techniques,العلاج بحل المشكلات,Problem-Solving Therapy (PST),tec-problem-solving-therapy,1971,المعرفية السلوكية
techniques,العلاج المعرفي السلوكي القائم على العمليات والبروتوكول الموحد,Process-Based CBT and Unified Protocol,tec-process-based-cbt,2018,المعرفية السلوكية
techniques,المهام العلاجية بالانفعال (Emotion-Focused Tasks),"Emotion-Focused Therapeutic Tasks (Greenberg, Rice)",tec-process-experiential-tasks,,الإنسانية
techniques,العلاج التجريبي-العملياتي,Process-Experiential Therapy,tec-process-experiential,1993,الإنسانية
techniques,تقنية العد التصاعدي (Progressive Counting),Progressive Counting (PC),tec-progressive-counting,2005,العلاج المتمركز حول الصدمة
techniques,التعرض المطوّل (PE),Prolonged Exposure Therapy (PE),tec-prolonged-exposure,1991,المعرفية السلوكية
techniques,العلاج الاستفزازي,Provocative Therapy,tec-provocative-therapy,1974,الإنسانية
techniques,العلاج النفسي بمساعدة المواد السيكوديلية (PAP),Psychedelic-Assisted Psychotherapy (PAP),tec-psychedelic-assisted-therapy,2000,الإنسانية
techniques,السيكودراما (مورينو),Psychodrama (Moreno),tec-psychodrama,1921,الإنسانية
techniques,العلاج الأسري التثقيفي النفسي,Psychoeducational Family Therapy,tec-psychoeducational-family,1980,النَّسَقية والأسرية
techniques,علاج الواقع ونظرية الاختيار,Reality Therapy and Choice Theory,tec-reality-choice-therapy,1965,الإنسانية
techniques,العلاج العقلاني الانفعالي السلوكي (REBT),Rational Emotive Behavior Therapy (REBT),tec-rebt,1955,المعرفية السلوكية
techniques,تقنية الذاكرة المُستعادة,Recovered Memory Technique,tec-recovered-memory-technique,1985-1995,حركة الذاكرة المُستعادة العلاجية
techniques,فرق التفكير والتأمل العاكسة,Reflecting Teams,tec-reflecting-teams,1987,النَّسَقية والأسرية
techniques,منع الانتكاس (RP),Relapse Prevention (RP),tec-relapse-prevention,1985,الموجة الثالثة
techniques,العلاج الجدلي السلوكي الموجه للضبط المفرط (RO-DBT),Radically Open Dialectical Behavior Therapy (RO-DBT),tec-ro-dbt,2018,المعرفية السلوكية
techniques,الرولفينغ والتكامل الهيكلي الجسدي,Rolfing Structural Integration,tec-rolfing,1965,الإنسانية
techniques,العلاج باللعب في الرمل (يونغي),Jungian Sandplay Therapy,tec-sandplay-therapy,1955,الإنسانية
techniques,نموذج ساتير الأسري التحويلي,Satir Transformational Systemic Model,tec-satir-transformational-systemic,1964,النَّسَقية والأسرية
techniques,علاج المخطط,Schema Therapy,tec-schema-therapy,1990,المعرفية السلوكية
techniques,بروتوكول طلب الأمان للصدمة والإدمان (Seeking Safety),Seeking Safety: Therapy for PTSD and Substance Abuse,tec-seeking-safety,2002,المعرفية السلوكية
techniques,التنويم الذاتي (كإطار علاجي),Self-Hypnosis (as Therapeutic Framework),tec-self-hypnosis-progressive,1950,التنويم العلاجي السريري
techniques,تعديل الكلام الذاتي,Self-Talk Modification,tec-self-talk-modification,1985,br-performance-psychology
techniques,التركيز الحسي,Sensate Focus,tec-sensate-focus,1970,br-sex-therapy
techniques,العلاج النفسي الحركي الحسي,Sensorimotor Psychotherapy,tec-sensorimotor-psychotherapy,1981,الإنسانية
techniques,العلاج الموجز المرتكز على الحل (SFBT),Solution-Focused Brief Therapy (SFBT),tec-sfbt,1986,النَّسَقية والأسرية
techniques,تدريب المهارات الاجتماعية (SST),Social Skills Training (SST),tec-social-skills-training,1964,المعرفية السلوكية
techniques,التجربة الجسدية للصدمة (SE),Somatic Experiencing (SE),tec-somatic-experiencing,1977,الإنسانية
techniques,العلاج الجسدي للصدمة (Somatic Trauma Therapy),Somatic Trauma Therapy,tec-somatic-trauma,2000,العلاج المتمركز حول الصدمة
techniques,بروتوكول تدريب تنظيم الانفعالات والعلاقات للصدمة (STAIR-NT),Skills Training in Affective and Interpersonal Regulation (STAIR-NT),tec-stair-nt,2002,المعرفية السلوكية
techniques,العلاج بالتحكم بالمنبّهات,Stimulus Control Therapy,tec-stimulus-control,1972,المعرفية السلوكية
techniques,التحليل النفسي الديناميكي قصير المدى (STPP),Short-Term Psychodynamic Psychotherapy (STPP),tec-stpp,1975,التحليل النفسي
techniques,العلاج الأسري الاستراتيجي,Strategic Family Therapy,tec-strategic-family-therapy,1967,النَّسَقية والأسرية
techniques,العلاج المرتكز على مواطن القوة,Strengths-Based Therapy,tec-strengths-based-therapy,1989,الإنسانية
techniques,التدريب على تحصين الضغوط (SIT),Stress Inoculation Training (SIT),tec-stress-inoculation-training,1975,المعرفية السلوكية
techniques,العلاج الأسري البنيوي,Structural Family Therapy,tec-structural-family-therapy,1965,النَّسَقية والأسرية
techniques,العلاج الداعم-التعبيري,Supportive-Expressive Psychotherapy,tec-supportive-expressive,1984,التحليل النفسي
techniques,العلاج النفسي الديناميكي الداعم,Supportive Psychotherapy,tec-supportive-psychotherapy,1950,التحليل النفسي
techniques,NLP النظامي (Systemic NLP — تاد جيمس),Systemic NLP (Tad James),tec-systemic-nlp-tad-james,1989,NLP النظامي
techniques,العلاج المعرفي السلوكي المرتكز على الصدمة للأطفال (TF-CBT),Trauma-Focused Cognitive Behavioral Therapy (TF-CBT),tec-tf-cbt,2000,المعرفية السلوكية
techniques,العلاج المرتكز على النقل (TFP),Transference-Focused Psychotherapy (TFP),tec-tfp,,التحليل النفسي
techniques,علاج ثيرابلاي للتفاعل الأسري والارتباط,Theraplay,tec-theraplay,1967,النَّسَقية والأسرية
techniques,علاج خط الزمن (Time Line Therapy™),Time Line Therapy,tec-time-line-therapy,1988,NLP النظامي
techniques,العلاج الديناميكي المحدد زمنياً (TLDP),Time-Limited Dynamic Psychotherapy (TLDP),tec-tldp,1984,التحليل النفسي
techniques,العلاج المعرفي السلوكي العابر للتشخيص,Transdiagnostic Cognitive Behavioral Therapy,tec-transdiagnostic-cbt,2010,المعرفية السلوكية
techniques,تمارين تحرير الصدمات والضغوط (TRE),Tension & Trauma Releasing Exercises (TRE),tec-tre,1999,الإنسانية
techniques,البروتوكول الموحّد للاضطرابات الانفعالية (UP),Unified Protocol (UP) for Transdiagnostic Treatment of Emotional Disorders,tec-unified-protocol,2009,المعرفية السلوكية
techniques,التعرض بالواقع الافتراضي لـPTSD,Virtual Reality Exposure Therapy for PTSD (VRE),tec-vr-exposure-ptsd,2005,br-vr-therapy
techniques,التعرض بالواقع الافتراضي (VRET),Virtual Reality Exposure Therapy (VRET),tec-vr-exposure,1995,المعرفية السلوكية
techniques,علاج التعرض الكتابي للصدمة (WET),Written Exposure Therapy (WET),tec-wet,2012,المعرفية السلوكية
techniques,العلاج بالكتابة التعبيرية,Expressive Writing Therapy,tec-writing-therapy,1986,العلاج بالكتابة/الكتابة التعبيرية
branches,تحليل السلوك التطبيقي للتوحد (ABA),Applied Behavior Analysis (ABA) for Autism,br-aba-autism,1960,العلاج المتخصص بالإعاقات
branches,العلاج الأسري المرتكز على التعلق (ABFT),Attachment-Based Family Therapy (ABFT),br-abft,1996,علاج الأطفال والوالدين
branches,الامتناع الكامل مقابل الحد من الضرر,Abstinence-based vs Harm Reduction,br-abstinence-vs-harm-reduction,1935,مدارس نادرة/متفرقة
branches,علم النفس الفردي الأدلري,Adlerian Individual Psychology,br-adlerian,1912,التحليل النفسي
branches,ABA المتقدم (PRT و Verbal Behavior),Advanced ABA: Pivotal Response Treatment (PRT) & Verbal Behavior (VB),br-advanced-aba-prt-vb,1985,العلاج المتخصص بالإعاقات
